fleek_score,selfcheck_nli_score,selfcheck_bert_score,lm_v_lm_score,ground_truth,lbhd_sent_avg,lbhd_sent_min,lbhd_sent_normalized_product,lbhd_concept_avg,lbhd_concept_min,lbhd_concept_normalized_product
False,0.09705252363464319,0.0,True,False,0.14623299567666992,0.6411186994493956,0.180048470695088,0.20509577499714338,0.6934691393462749,0.2430276381735914
False,0.6409719448442156,0.35127347538784903,True,False,0.44194850792675267,0.35622543768864623,0.3921466233503139,0.720170387699381,0.4501335947303029,0.6520761674961608
False,0.24514188168941686,0.333852947265583,True,False,0.3612976271874955,0.0,0.3078971602381928,0.2210581874936075,0.0,0.18769185916922781
False,0.364932815849844,0.22141853972770198,True,False,0.3022197411195795,0.5423103696367224,0.33309851736748386,0.4222637021556386,0.6090740975016102,0.4414798911522162
False,0.22548816782736267,0.6134027389932136,False,False,0.47320506246342964,0.2872379415298427,0.4484134625588183,0.44342730172130995,0.3912093862539636,0.43611167704729725
True,0.6809238283556797,0.5267549034434027,False,False,0.5461400321928398,0.5171331235748753,0.556175331230323,0.595704750920901,0.40704405826040135,0.6036720617247113
False,0.0007505778628618759,0.371257398093718,True,False,0.12192900299133713,0.25159234241412776,0.12227031170464064,0.2855130446538414,0.3607634528528807,0.2779663585804819
True,1.0,1.0,True,False,0.3505054439970521,0.7529486183944263,0.42218165376322236,0.33005467104206243,0.7889862957109681,0.41170999220892135
True,0.015694799085683313,0.16525807907997983,True,False,0.2974858835862775,0.3889817934532096,0.311589451263353,0.31303612492208455,0.478111742126075,0.3491335688680146
False,0.21946893947745658,0.5894529101876,False,False,0.43853696122635366,0.7532285951363014,0.5434789571143823,0.5743259687768363,0.7892254319142706,0.6959140881676602
False,0.1159746698944425,0.4554530202564113,True,False,0.6554798172436436,0.4202135147596642,0.6437270513124862,0.7951779105942864,0.5029338990148513,0.7655557270698568
False,0.0006314090463518139,0.09631968221283317,True,False,0.33338828598619075,0.14580355982816617,0.3167229313109079,0.2227121205931435,0.2625756588965089,0.20550044708454207
True,0.6247384148576097,0.7193773183272015,True,False,0.3315877571961119,0.6299404705433735,0.3442050653791684,0.3237517544839903,0.6839214919155217,0.31907821912985534
False,0.20457518153112408,0.355379725529119,False,False,0.0,0.15819379198028383,0.0,0.0,0.2809890594688498,0.0
True,0.014280721703819332,0.690836273767303,False,False,0.5949199128723008,0.670377763940589,0.627824315320463,0.6086636920498749,0.6008648638494118,0.609336577508226
False,0.4907677092283731,0.8044738923557533,False,False,0.5010446070950842,0.7035460895717525,0.5565708793440136,0.3069314197334976,0.535364277778249,0.31313527979770717
False,0.24306359131353877,0.6016566835432345,False,False,0.46096780650898195,0.9164340220363241,0.553556386798441,0.6338993378591038,0.9184402354347563,0.6707059165067795
False,0.7553684199177149,0.5287075869968209,True,True,0.28068612521088454,0.5087699649597648,0.3003802977009675,0.5380720886986206,0.5804262713358881,0.527536132275706
True,0.00045229290956727417,0.4882381131274581,True,False,1.0,0.8635857785062397,1.0,1.0,0.8834846823845757,1.0
True,0.0005554860665360379,0.002303715675586645,False,False,0.09337283249038286,0.17937880559518105,0.09422666444583427,0.2426372602195428,0.29908379008415964,0.25405186280343584
False,0.4387301598245523,0.32253888724331037,False,False,0.5020149834724292,0.32914985419841725,0.4771381505902701,0.47329705873028294,0.4270075586363955,0.4338855172924194
False,0.019323174108273833,0.5151365888235067,False,False,0.5215852835001962,0.7821501007730138,0.5790902878050133,0.7040947014452248,0.813928123307279,0.742963403909846
False,0.0009612716149911815,0.2683032661113511,True,False,0.82166114305116,0.679812861880075,0.8623854903214467,0.8220358299314787,0.7171235200107138,0.834085279787635
False,0.0026647477323695767,0.5137431140049236,False,False,0.5073880643472795,0.5389265224653874,0.5159499760753685,0.44094306347932033,0.5797075473661244,0.4184638706524002
False,0.575895890465326,0.28517289971925125,False,False,0.1253225809951093,0.18547325383478652,0.11050599960729546,0.2644787051598987,0.3042892339488297,0.2642634242604307
True,0.20457750326353746,0.2070986080423832,True,False,0.17296954842743872,0.5095364611189463,0.20138786445676704,0.18515728660671726,0.5810809577935028,0.2033208717887165
True,0.04909837669304472,0.5169100177836016,True,False,0.6108612167518346,1.0,0.7195967015990723,0.3823997850133585,1.0,0.45500395093060786
False,0.8682174852886629,0.5184990774712984,False,False,0.27526806227013645,0.6343861123816237,0.3162410682861361,0.16815240388614439,0.5513640455971394,0.17378541772168576
False,0.0,0.34597569997622823,True,False,0.5620301722782761,0.48997533743879496,0.5653656400764882,0.7917749940381302,0.5643732383669642,0.7936785946813214
